country,date,GDP per Capita,R&D Expenditures,,,GDP per Capita,R&D Expenditures
Russian Federation,2006,20970.1899029963,1.07363,,,4.3216023634,0.0308546383
Russian Federation,2005,19325.9357374613,1.06845,,,4.2861405311,0.0287542034
Russian Federation,2004,18098.3670811204,1.15318,,,4.2576393926,0.0618971017
Russian Federation,2003,16818.7426277675,1.28684,,,4.2257935247,0.109524552
Russian Federation,2002,15604.1494910601,1.25004,,,4.1932401023,0.0969239102
Russian Federation,2001,14829.0829751786,1.17741,,,4.1711142953,0.07092772
Russian Federation,2000,14050.8513351824,1.04921,,,4.1477026388,0.0208624212
Serbia,2015,13277.8001173574,0.8661,,,4.1231261265,-0.0624319614
Serbia,2014,13112.9089581967,0.76942,,,4.117699046,-0.113836529
Serbia,2013,13294.9603016578,0.72617,,,4.1236870449,-0.1389616969
Serbia,2012,12898.7049144274,0.90798,,,4.1105461075,-0.0419237175
Serbia,2011,12967.918642956,0.72387,,,4.1128702772,-0.1403394219
Serbia,2010,12688.1242898741,0.74359,,,4.1033974242,-0.1286664594
Serbia,2009,12563.7870873229,0.86614,,,4.099120568,-0.0624119044
Serbia,2008,12915.965650617,0.71082,,,4.1111268814,-0.1482403612
Serbia,2007,12206.0390617769,0.61887,,,4.0865747555,-0.2084005694
Serbia,2006,11480.5847390216,0.46569,,,4.0599640085,-0.3319030878
Serbia,2005,10900.912413629,0.41717,,,4.0374628502,-0.3796869306
Serbia,2004,10297.6765743678,0.30474,,,4.0127392475,-0.5160705368
Serbia,2003,9421.3715653761,0.52145,,,3.9741141321,-0.2827873282
Serbia,2002,9003.7951925316,0.67816,,,3.9544256076,-0.1686678299
Serbia,2001,8397.9238280117,0.32113,,,3.9241719311,-0.4933191207
Serbia,2000,7984.8362472654,0.89833,,,3.9022660141,-0.0465640967
Slovak Republic,2015,28308.8797698535,1.17845,,,4.4519226839,0.0713111607
Slovak Republic,2014,27285.284673711,0.88172,,,4.4359284892,-0.054669308
Slovak Republic,2013,26580.7178548938,0.82362,,,4.4245667056,-0.0842731159
Slovak Republic,2012,26218.4716043616,0.80495,,,4.4186073711,-0.0942310953
Slovak Republic,2011,25835.0047572051,0.66326,,,4.4122085459,-0.1783161934
Slovak Republic,2010,25159.0775487579,0.61614,,,4.4006947138,-0.2103205958
Slovak Republic,2009,23973.8413853129,0.47326,,,4.3797376276,-0.3249002006
Slovak Republic,2008,25382.1684009197,0.46204,,,4.4045287212,-0.3353204248
Slovak Republic,2007,24049.9833717541,0.44824,,,4.3811147804,-0.3484893905
Slovak Republic,2006,21712.1783648146,0.47563,,,4.336703398,-0.3227307604
Slovak Republic,2005,20020.8375943888,0.49401,,,4.3014822427,-0.3062642598
Slovak Republic,2004,18756.5539505275,0.50149,,,4.2731530506,-0.2997377226
Slovak Republic,2003,17815.829837356,0.56247,,,4.250806056,-0.2499006362
Slovak Republic,2002,16888.9431922391,0.56389,,,4.2276024749,-0.2488056071
Slovak Republic,2001,16152.2710836105,0.62565,,,4.2082335948,-0.2036685511
Slovak Republic,2000,15605.1961129724,0.63927,,,4.1932692309,-0.1943156759
Slovenia,2015,29037.7416756681,2.21174,,,4.4629628374,0.3447340724
Slovenia,2014,28417.656441512,2.38461,,,4.4535882595,0.3774173609
Slovenia,2013,27622.6855482922,2.60323,,,4.4412658995,0.4155125405
Slovenia,2012,27976.9163065514,2.57845,,,4.4467998436,0.4113587142
Slovenia,2011,28804.7015194266,2.42358,,,4.4594633793,0.3844573599
Slovenia,2010,28678.3726303687,2.05763,,,4.4575545034,0.3133672833
Slovenia,2009,28451.5455225073,1.81629,,,4.4541058628,0.2591851918
Slovenia,2008,31137.7763671714,1.62564,,,4.4932875952,0.2110243769
Slovenia,2007,30190.723646843,1.42382,,,4.4798735228,0.1534550891
Slovenia,2006,28389.3382006689,1.53291,,,4.4531552686,0.1855166574
Slovenia,2005,26955.4759051744,1.41229,,,4.4306470038,0.149923884
Slovenia,2004,25962.9085086601,1.36806,,,4.4143533429,0.136105145
Slovenia,2003,24896.119087735,1.24528,,,4.3961316527,0.0952670131
Slovenia,2002,24222.7057674997,1.43874,,,4.3842226538,0.1579823181
Slovenia,2001,23356.7055188022,1.46773,,,4.3684115852,0.1666461712
Slovenia,2000,22723.3270446698,1.3563,,,4.3564719191,0.1323557618
South Africa,2013,12340.2143221535,0.72283,,,4.0913227025,-0.140963831
South Africa,2012,12215.2405527557,0.7345,,,4.0869020239,-0.1340081999
South Africa,2011,12118.7378564659,0.7354,,,4.0834573912,-0.1334763745
South Africa,2010,11887.8013418852,0.7365,,,4.0751015389,-0.1328272488
South Africa,2009,11676.0413098972,0.83485,,,4.0672956229,-0.0783915485
South Africa,2008,11989.8563294705,0.88781,,,4.0788139791,-0.0516799675
South Africa,2007,11741.3495027811,0.88266,,,4.0697180158,-0.0542065541
South Africa,2006,11261.9562626009,0.89786,,,4.0516138364,-0.046791376
South Africa,2005,10783.1916101722,0.86276,,,4.0327473224,-0.0641099982
South Africa,2004,10364.3597519917,0.81149,,,4.0155424791,-0.0907168276
South Africa,2003,10037.4183732262,0.75809,,,4.0016220265,-0.1202792321
South Africa,2001,9661.1623573877,0.71315,,,3.9850293806,-0.1468191135
Spain,2015,32291.1551993266,1.21961,,,4.509083582,0.0862209766
Spain,2014,31195.4052422035,1.23277,,,4.4940906317,0.0908820571
Spain,2013,30678.9172969914,1.26328,,,4.4868400287,0.1014996205
Spain,2012,31109.1874649142,1.28765,,,4.492888668,0.1097978322
Spain,2011,32068.2709273108,1.32564,,,4.5060755441,0.1224256001
Spain,2010,32507.0939660629,1.35078,,,4.5119781466,0.1305846217
Spain,2009,32652.5121822546,1.35016,,,4.5139166002,0.1303852374
Spain,2008,34163.9463911854,1.31262,,,4.5335680317,0.1181390172
Spain,2007,34329.6470032958,1.2354,,,4.5356693378,0.091807597
Spain,2006,33700.8521141386,1.16982,,,4.527640882,0.0681190421
Spain,2005,32901.9877322306,1.09526,,,4.5172221361,0.0395172271
Spain,2004,32261.4444925784,1.039,,,4.5086838088,0.0166155476
Spain,2003,31815.4213391699,1.02279,,,4.5026376791,0.0097864732
Spain,2002,31395.2760183926,0.96042,,,4.4968643056,-0.0175388047
Spain,2001,30950.5732327814,0.88959,,,4.490668697,-0.0508101077
Spain,2000,29967.1314474464,0.88529,,,4.4766451728,-0.0529144414
Sweden,2015,45679.2779973863,3.26285,,,4.6597192309,0.5135971088
Sweden,2014,44167.6318669891,3.14335,,,4.6451041143,0.4973927407
Sweden,2013,43475.8013408384,3.30597,,,4.6382475956,0.5192989083
Sweden,2012,43308.2144684442,3.28562,,,4.6365702788,0.5166173335
Sweden,2011,43755.0604392612,3.24615,,,4.6410282881,0.5113685841
Sweden,2010,42942.5625032962,3.21611,,,4.6328879564,0.5073308944
Sweden,2009,40862.9701317373,3.44809,,,4.6113299302,0.537578593
Sweden,2008,43466.1418421499,3.49277,,,4.6381510929,0.5431699882
Sweden,2007,44051.4676089092,3.2537,,,4.6439603818,0.5123775073
Sweden,2006,42918.010253542,3.49928,,,4.6326395792,0.5439786946
Sweden,2005,41227.308712458,3.38392,,,4.6151849853,0.5294200872
Sweden,2004,40257.9235316632,3.38544,,,4.6048513706,0.5296151212
Sweden,2003,38742.6802606045,3.61093,,,4.5881896624,0.5576190695
Sweden,2001,37330.7049744333,3.91087,,,4.5720661915,0.5922733799
Switzerland,2012,56149.6708620093,2.96635,,,4.7493472149,0.4722223922
Switzerland,2008,56755.8381307405,2.73032,,,4.7540105414,0.4362135504
Switzerland,2004,51505.0923669791,2.67894,,,4.7118501704,0.4279629869
Switzerland,2000,50775.9763390062,2.32571,,,4.7056582829,0.3665555602
Thailand,2015,15236.7064646295,0.6272,,,4.1828911009,-0.2025939503
Thailand,2014,14853.4645255668,0.48465,,,4.1718277633,-0.3145717829
Thailand,2013,14777.9782878173,0.44216,,,4.1696150241,-0.3544205484
Thailand,2011,13535.1332681194,0.36168,,,4.1314625362,-0.441675506
Thailand,2009,12605.373118766,0.23476,,,4.1005557053,-0.6293758992
Thailand,2008,12757.1578402025,0.20324,,,4.1057539289,-0.6919908138
Thailand,2007,12607.081108633,0.20072,,,4.1006145469,-0.6974093517
Thailand,2006,12024.6718264241,0.23273,,,4.0800732326,-0.6331476305
Thailand,2005,11525.3773939815,0.21901,,,4.0616551551,-0.6595360548
Thailand,2004,11134.141346242,0.23843,,,4.0466567303,-0.6226391012
Thailand,2003,10547.8982172169,0.24524,,,4.0231659304,-0.6104086925
Thailand,2002,9914.4303535827,0.23054,,,3.9962677663,-0.6372537112
Thailand,2001,9417.9982543335,0.25207,,,3.9739586056,-0.5984788386
Thailand,2000,9189.0607808989,0.2447,,,3.9632711242,-0.6113660306
Tunisia,2015,10749.8591674414,0.63168,,,4.0314027747,-0.1995028733
Tunisia,2014,10751.4460749743,0.65463,,,4.031466881,-0.184004096
Tunisia,2013,10579.0429428039,0.67065,,,4.02444638,-0.1735040711
Tunisia,2012,10404.223293694,0.68205,,,4.0172096644,-0.1661837867
Tunisia,2011,10120.6771726065,0.70863,,,4.005209572,-0.1495804657
Tunisia,2010,10436.3655998628,0.69026,,,4.0185492846,-0.1609872929
Tunisia,2009,10195.576513237,0.70644,,,4.0084117882,-0.1509247181
Tunisia,2008,10003.2994929286,0.6394,,,4.0001432715,-0.1942273681
Tunisia,2007,9698.4236393168,0.66551,,,3.9867011507,-0.1768454144
Tunisia,2006,9179.4891458256,0.67726,,,3.9628185126,-0.1692445737
Tunisia,2005,8802.9431182439,0.71195,,,3.9446278956,-0.1475505056
Tunisia,2004,8578.4416549561,0.73095,,,3.9334084018,-0.1361123296
Tunisia,2003,8138.2110541629,0.65043,,,3.9105289485,-0.1867994358
Tunisia,2002,7832.0808446838,0.54302,,,3.8938771617,-0.2651841746
Turkey,2014,22401.8804311394,1.00561,,,4.3502844749,0.0024295834
Turkey,2013,21650.7567664874,0.94314,,,4.335473081,-0.0254238357
Turkey,2012,20282.0283759489,0.91988,,,4.307111386,-0.0362688235
Turkey,2011,19660.8894895655,0.85801,,,4.2936031621,-0.0665076505
Turkey,2010,17959.2591065745,0.84251,,,4.2542884163,-0.0744249357
Turkey,2009,16783.4414679524,0.84863,,,4.2248810183,-0.0712816195
Turkey,2008,17836.8051929596,0.72482,,,4.2513170691,-0.1397698317
Turkey,2007,17901.4779322987,0.72256,,,4.2528888875,-0.1411260841
Turkey,2006,17250.7717300974,0.58046,,,4.2368085284,-0.2362277025
Turkey,2005,16309.6832526955,0.59098,,,4.2124455268,-0.2284272163
Turkey,2004,15161.6202534548,0.51834,,,4.1807456149,-0.2853852756
Turkey,2003,14020.9361088652,0.48288,,,4.1467770103,-0.3161607819
Turkey,2002,13468.4990469539,0.52665,,,4.1293191999,-0.2784779115
Turkey,2001,12842.35786008,0.53829,,,4.1086447676,-0.2689836881
Turkey,2000,13862.0504342053,0.47811,,,4.1418274746,-0.3204721726
Ukraine,2015,7464.9398335929,0.61742,,,3.8730263117,-0.2094193066
Ukraine,2014,8243.4735150909,0.64908,,,3.916110247,-0.1877017725
Ukraine,2013,8338.915050346,0.75926,,,3.9211095496,-0.1196094794
Ukraine,2012,8322.1730343667,0.75418,,,3.9202367414,-0.1225249888
Ukraine,2011,8281.8671261235,0.7378,,,3.9181282584,-0.1320613491
Ukraine,2010,7824.4984517144,0.83295,,,3.8934565089,-0.0793810675
Ukraine,2009,7479.3421696163,0.85676,,,3.8738634021,-0.0671408178
Ukraine,2008,8739.6860768423,0.84649,,,3.9414958334,-0.0723781681
Ukraine,2007,8497.059496435,0.85288,,,3.9292686592,-0.0691120697
Ukraine,2006,7828.0811788587,0.94934,,,3.8936553207,-0.0225782199
Ukraine,2005,7246.3510266227,1.03202,,,3.8601193682,0.0136881138
Ukraine,2004,7004.3276760891,1.08187,,,3.845366455,0.0341750781
Ukraine,2003,6201.0632803699,1.11322,,,3.7924661632,0.0465810002
Ukraine,2002,5622.4398486307,0.99736,,,3.7499248179,-0.0011480535
Ukraine,2001,5291.6802250936,1.02424,,,3.723593592,0.0104017325
Ukraine,2000,4797.3802769973,0.96252,,,3.6810041453,-0.0165902376
United Kingdom,2015,38839.1669568199,1.70304,,,4.5892699064,0.2312248485
United Kingdom,2014,38251.7924802929,1.6813,,,4.582651791,0.225645213
United Kingdom,2013,37398.7972183927,1.65949,,,4.5728576351,0.2199746397
United Kingdom,2012,36892.8503113158,1.6075,,,4.5669422098,0.2061509816
United Kingdom,2011,36607.9810897257,1.67974,,,4.5635757784,0.2252420643
United Kingdom,2010,36366.9831782522,1.67911,,,4.5607072757,0.2250791481
United Kingdom,2009,36042.424228706,1.70155,,,4.5568139941,0.2308447154
United Kingdom,2008,37903.3819323998,1.64367,,,4.5786779617,0.2158146286
United Kingdom,2007,38384.2519713226,1.63378,,,4.5841530815,0.2131935753
United Kingdom,2006,37793.6185013342,1.58925,,,4.5774184749,0.2011922201
United Kingdom,2005,37159.7989562295,1.5711,,,4.5700733557,0.1962038286
United Kingdom,2004,36292.1820341162,1.55755,,,4.5598130805,0.1924419971
United Kingdom,2003,35656.1779984626,1.60469,,,4.5521347891,0.2053911462
United Kingdom,2002,34669.5182383112,1.6434,,,4.5399478068,0.2157432826
United Kingdom,2001,33981.3775929392,1.63268,,,4.531240981,0.2129010728
United Kingdom,2000,33266.1164286608,1.64056,,,4.5220021032,0.2149921184
United States,2015,53029.2933612438,2.79385,,,4.72451584,0.4462030854
United States,2014,51931.6121706486,2.75493,,,4.7154318051,0.4401105683
United States,2013,51008.4599710083,2.74019,,,4.7076422117,0.4377806771
United States,2012,50519.5266059597,2.69803,,,4.7034592723,0.4310467744
United States,2011,49790.6654782305,2.77285,,,4.6971479309,0.4429263766
United States,2010,49372.6192042539,2.73395,,,4.693486167,0.4367905677
United States,2009,48557.8676445276,2.82226,,,4.686259607,0.4505970205
United States,2008,50383.8405601926,2.77033,,,4.702291269,0.442531505
United States,2007,51011.4250263085,2.62287,,,4.7076674559,0.4187767657
United States,2006,50598.9483595843,2.54193,,,4.7041414906,0.4051635867
United States,2005,49762.2379013619,2.50479,,,4.6968999032,0.3987713208
United States,2004,48597.3373622248,2.48488,,,4.686612475,0.3953054206
United States,2003,47260.0419368009,2.55523,,,4.6744941027,0.4074299977
United States,2002,46366.5779744928,2.54446,,,4.6662050445,0.405595628
United States,2001,45977.5499913714,2.64375,,,4.6625458253,0.4222203847
United States,2000,45986.0527103166,2.61663,,,4.6626261328,0.4177423163
Uruguay,2014,19827.5649843219,0.33592,,,4.2972693819,-0.4737641384
Uruguay,2013,19270.576091809,0.32068,,,4.284894698,-0.4939281251
Uruguay,2012,18477.3791210225,0.32798,,,4.2666403698,-0.4841526385
Uruguay,2011,17904.7458216669,0.34883,,,4.2529681601,-0.457386172
Uruguay,2010,17082.4046549884,0.34119,,,4.2325490054,-0.4670037061
Uruguay,2009,15900.8292528422,0.41224,,,4.201419774,-0.3848498705
Uruguay,2008,15307.8579506305,0.37982,,,4.1849144235,-0.4204221706
Uruguay,2007,14330.2947164112,0.42508,,,4.1562551222,-0.3715293281
Uruguay,2006,13485.5548638694,0.36566,,,4.1298688202,-0.4369225451
Uruguay,2002,11400.2243271492,0.23837,,,4.0569133972,-0.6227484035
Uruguay,2000,12874.7647589213,0.20937,,,4.1097393026,-0.679085547
Vietnam,2013,5024.4389018207,0.37404,,,3.7010875695,-0.4270819517
Vietnam,2011,4632.7659652366,0.19043,,,3.6658403614,-0.7202646326
Vietnam,2002,2833.7709634295,0.17803,,,3.4523647459,-0.7495068082
